Query,Tool
Calculate the total value of my current portfolio.,CalculatePortfolioValue
What is the current price of Microsoft stock?,GetStockPrice
Get historical stock prices for Facebook from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Buy 10 shares of Tesla.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get the historical stock data for Microsoft from 2020-01-01 to 2022-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Tesla.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
Get the current price of Apple stock.,GetStockPrice
Fetch historical data for Netflix from 2018-01-01 to 2021-12-31.,GetHistoricalData
Submit a buy order for 100 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news articles about Apple.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the total value of my Apple shares.,CalculatePortfolioValue
Get the historical stock data for Google from 2015-01-01 to 2020-12-31.,GetHistoricalData
Submit a sell order for 50 shares of Facebook.,ExecuteTrade
Analyze the sentiment of recent news articles about Netflix.,AnalyzeSentiment
Get the current price of Facebook stock.,GetStockPrice
Get the historical stock data for Amazon from 2010-01-01 to 2018-12-31.,GetHistoricalData
Submit a buy order for 500 shares of Microsoft.,ExecuteTrade
Calculate the total value of my portfolio including stocks and bonds.,CalculatePortfolioValue
Analyze the sentiment of recent news articles about Google.,AnalyzeSentiment
Get the current price of Netflix stock.,GetStockPrice
Get the historical stock data for Tesla from 2015-01-01 to 2022-12-31.,GetHistoricalData
Submit a sell order for 200 shares of Apple.,ExecuteTrade
Analyze the sentiment of recent news articles about Amazon.,AnalyzeSentiment
Get the current price of Google stock.,GetStockPrice
Calculate the total value of my portfolio including only stocks.,CalculatePortfolioValue
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get the historical stock price data for Microsoft from 2020-01-01 to 2022-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Facebook.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 20 shares of Netflix.,ExecuteTrade
Get the current price of Tesla stock.,GetStockPrice
Fetch the historical stock price data for Apple from 2018-01-01 to 2021-12-31.,GetHistoricalData
Submit a buy order for 100 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news articles about Apple.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Buy 50 shares of Facebook.,ExecuteTrade
Get the historical stock price data for Google from 2015-01-01 to 2019-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Amazon.,AnalyzeSentiment
Get the current price of Apple stock.,GetStockPrice
Sell 200 shares of Microsoft.,ExecuteTrade
Fetch the historical stock price data for Tesla from 2010-01-01 to 2017-12-31.,GetHistoricalData
Submit a sell order for 300 shares of Google.,ExecuteTrade
Analyze the sentiment of recent news articles about Netflix.,AnalyzeSentiment
Get the current price of Facebook stock.,GetStockPrice
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Buy 150 shares of Amazon.,ExecuteTrade
Get the historical stock price data for Facebook from 2012-01-01 to 2016-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Microsoft.,AnalyzeSentiment
Get the current price of Google stock.,GetStockPrice
Sell 100 shares of Apple.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 5 shares of Google.,ExecuteTrade
Get historical data for Apple stock from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Microsoft.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
Sell 20 shares of Facebook.,ExecuteTrade
Get the current price of Tesla stock.,GetStockPrice
Fetch historical data for Netflix stock from 2018 to 2021.,GetHistoricalData
Submit a buy order for 15 shares of Amazon.,ExecuteTrade
Analyze the sentiment of recent news about Apple.,AnalyzeSentiment
Get the current price of Alphabet stock.,GetStockPrice
Calculate the total value of my portfolio after a trade.,CalculatePortfolioValue
Get historical data for Microsoft stock from 2015 to 2019.,GetHistoricalData
Submit a sell order for 10 shares of Facebook.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
Get the current price of Google stock.,GetStockPrice
Fetch historical data for Tesla stock from 2010 to 2015.,GetHistoricalData
Submit a buy order for 5 shares of Netflix.,ExecuteTrade
Analyze the sentiment of recent news about Alphabet.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the total value of my portfolio after a stock split.,CalculatePortfolioValue
Get historical data for Apple stock from 2010 to 2018.,GetHistoricalData
Submit a sell order for 20 shares of Google.,ExecuteTrade
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
Get the current price of Facebook stock.,GetStockPrice
Fetch historical data for Amazon stock from 2015 to 2020.,GetHistoricalData
Submit a buy order for 15 shares of Microsoft.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock prices for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news articles about Facebook.,AnalyzeSentiment
What is the current value of my portfolio?,CalculatePortfolioValue
Sell 200 shares of Netflix.,ExecuteTrade
Get the current price of Tesla stock.,GetStockPrice
Fetch historical data for Apple stock from 2018 to 2021.,GetHistoricalData
Analyze the sentiment of recent news articles about Amazon.,AnalyzeSentiment
Buy 100 shares of Microsoft.,ExecuteTrade
Get the current price of Apple stock.,GetStockPrice
Calculate the total value of my portfolio.,CalculatePortfolioValue
Get historical data for Google stock from 2015 to 2020.,GetHistoricalData
Analyze the sentiment of recent news articles about Tesla.,AnalyzeSentiment
Sell 300 shares of Facebook.,ExecuteTrade
Get the current price of Microsoft stock.,GetStockPrice
Fetch historical data for Netflix stock from 2010 to 2019.,GetHistoricalData
Analyze the sentiment of recent news articles about Google.,AnalyzeSentiment
Buy 50 shares of Amazon.,ExecuteTrade
Get the current price of Facebook stock.,GetStockPrice
Calculate the value of my portfolio after a trade.,CalculatePortfolioValue
Get historical data for Apple stock from 2012 to 2018.,GetHistoricalData
Analyze the sentiment of recent news articles about Microsoft.,AnalyzeSentiment
Sell 400 shares of Google.,ExecuteTrade
Get the current price of Netflix stock.,GetStockPrice
Fetch historical data for Amazon stock from 2008 to 2017.,GetHistoricalData
Analyze the sentiment of recent news articles about Netflix.,AnalyzeSentiment
Buy 800 shares of Tesla.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock prices for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
Get the current price of Apple stock.,GetStockPrice
Fetch historical data for Alphabet from 2018 to 2021.,GetHistoricalData
Submit a buy order for 100 shares of Netflix.,ExecuteTrade
Analyze the overall sentiment of recent news about Amazon.,AnalyzeSentiment
Get the current price of Microsoft stock.,GetStockPrice
Calculate the value of my Apple shares.,CalculatePortfolioValue
Get historical data for Facebook from 2015 to 2020.,GetHistoricalData
Submit a sell order for 50 shares of Alphabet.,ExecuteTrade
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Get the current price of Netflix stock.,GetStockPrice
Fetch historical data for Tesla from 2010 to 2015.,GetHistoricalData
Buy 200 shares of Amazon.,ExecuteTrade
Calculate the total value of my current portfolio.,CalculatePortfolioValue
Get the current price of Facebook stock.,GetStockPrice
Analyze the overall sentiment of recent news about Microsoft.,AnalyzeSentiment
Get historical data for Apple from 2012 to 2018.,GetHistoricalData
Submit a buy order for 300 shares of Tesla.,ExecuteTrade
Get the current price of Alphabet stock.,GetStockPrice
Calculate the value of my Netflix shares.,CalculatePortfolioValue
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Fetch historical data for Google from 2005 to 2010.,GetHistoricalData
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock data for Microsoft from 2020 to 2022.,GetHistoricalData
Analyze the sentiment of recent news about Tesla.,AnalyzeSentiment
Calculate the total value of my portfolio.,CalculatePortfolioValue
Sell 200 shares of Facebook.,ExecuteTrade
What is the current price of Apple stock?,GetStockPrice
Get historical stock data for Amazon from 2018 to 2021.,GetHistoricalData
Buy 100 shares of Netflix.,ExecuteTrade
Analyze the sentiment of recent news about Amazon.,AnalyzeSentiment
What is the current price of Microsoft stock?,GetStockPrice
Get historical stock data for Google from 2015 to 2018.,GetHistoricalData
Sell 50 shares of Twitter.,ExecuteTrade
Calculate the total value of my Apple shares.,CalculatePortfolioValue
Analyze the sentiment of recent news about Facebook.,AnalyzeSentiment
Get historical stock data for Tesla from 2010 to 2015.,GetHistoricalData
Buy 200 shares of Amazon.,ExecuteTrade
What is the current price of Facebook stock?,GetStockPrice
Get historical stock data for Netflix from 2012 to 2017.,GetHistoricalData
Sell 300 shares of Google.,ExecuteTrade
Calculate the total value of my portfolio.,CalculatePortfolioValue
Analyze the sentiment of recent news about Netflix.,AnalyzeSentiment
What is the current price of Twitter stock?,GetStockPrice
Get historical stock data for Apple from 2016 to 2020.,GetHistoricalData
Buy 150 shares of Microsoft.,ExecuteTrade
Analyze the sentiment of recent news about Google.,AnalyzeSentiment
Get historical stock data for Facebook from 2013 to 2019.,GetHistoricalData
Sell 250 shares of Amazon.,ExecuteTrade
What is the current price of Netflix stock?,GetStockPrice
Calculate the total value of my Microsoft shares.,CalculatePortfolioValue
What is the current price of Amazon stock?,GetStockPrice
Buy 500 shares of Google.,ExecuteTrade
Get historical stock prices for Microsoft from 2020-01-01 to 2020-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Facebook.,AnalyzeSentiment
Calculate the total value of my current portfolio.,CalculatePortfolioValue
What is the current price of Apple stock?,GetStockPrice
Sell 200 shares of Tesla.,ExecuteTrade
Get historical stock prices for Amazon from 2018-01-01 to 2018-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Amazon.,AnalyzeSentiment
Buy 100 shares of Netflix.,ExecuteTrade
What is the current price of Microsoft stock?,GetStockPrice
Get historical stock prices for Google from 2019-01-01 to 2019-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Apple.,AnalyzeSentiment
Sell 500 shares of Facebook.,ExecuteTrade
Calculate the total value of my portfolio after buying 100 shares of Amazon.,CalculatePortfolioValue
What is the current price of Netflix stock?,GetStockPrice
Get historical stock prices for Facebook from 2017-01-01 to 2017-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Google.,AnalyzeSentiment
Buy 200 shares of Microsoft.,ExecuteTrade
What is the current price of Facebook stock?,GetStockPrice
Get historical stock prices for Tesla from 2021-01-01 to 2021-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Netflix.,AnalyzeSentiment
Sell 100 shares of Amazon.,ExecuteTrade
Calculate the total value of my portfolio after selling 200 shares of Google.,CalculatePortfolioValue
What is the current price of Google stock?,GetStockPrice
Get historical stock prices for Apple from 2016-01-01 to 2016-12-31.,GetHistoricalData
Analyze the sentiment of recent news articles about Microsoft.,AnalyzeSentiment
Buy 500 shares of Tesla.,ExecuteTrade
What is the current price of Amazon stock?,GetStockPrice
Get historical stock prices for Netflix from 2022-01-01 to 2022-12-31.,GetHistoricalData
