query,gold_tool,pred_tool,model_output
"I'm planning a weekend trip to Rome to explore its historic landmarks, immerse myself in the vibrant cultural scene, savor authentic Italian cuisine, and indulge in shopping at designer boutiques and local markets.",WeatherTool,CourseTool,CourseTool
"I have a flight tomorrow from Dubai International Airport and I would like to know the departure time, terminal, gate number, and any additional information regarding check-in procedures and baggage allowance.",WeatherTool,TripTool,TripTool
Are there any upcoming Ethereum hard forks or network upgrades requested by the users?,FinanceTool,CourseTool,CourseTool
"I'm curious to know the current price to earnings ratio of Bored Ape Yacht Club, which is a measure used to evaluate the relative value of the club based on its earnings performance.",FinanceTool,FinanceTool,FinanceTool
This is unacceptable! I need to find a hotel with free breakfast in Sapporo!,TripTool,TripTool,TripTool
"Hey Chatbot, I just started getting into NFTs and I'm really curious about the price to earnings ratio of the Bored Ape Yacht Club. Can you give me that information?",FinanceTool,FinanceTool,FinanceTool
What's the cost of a round trip flight from Sydney to Tokyo?,TripTool,FinanceTool,FinanceTool
"I'm curious about the total supply and circulating supply of a particular token. Specifically, I would like to know the exact number of tokens that have been generated and are currently in circulation.",FinanceTool,FinanceTool,FinanceTool
I received a traffic ticket in California. What are the penalties and fines for running a red light?,LawTool,FinanceTool,FinanceTool
I'm interested in upskilling in data analysis. Can you create a step-by-step guide for me?,CourseTool,CourseTool,CourseTool
Can you give me an hourly breakdown of the weather in San Francisco on Friday?,WeatherTool,WeatherTool,WeatherTool
I need help booking a flight to Paris from New York.,TripTool,TripTool,TripTool
"I want to learn Russian to be able to have conversations with native speakers, understand Russian literature and movies, and eventually travel to Russian-speaking countries without any language barriers.",CourseTool,CourseTool,CourseTool
Can you give me an overview of my crypto transactions?,FinanceTool,FinanceTool,FinanceTool
Show me all the ETFs with high dividend yield. ,FinanceTool,FinanceTool,FinanceTool
What is the current level of volatility and how does it fluctuate in the options market at this moment?,FinanceTool,FinanceTool,FinanceTool
"I want to learn more about climate change specifically focusing on the underlying scientific principles, causes, impacts, and potential solutions.",CourseTool,CourseTool,CourseTool
"Can you provide the current weather conditions for Sydney, Australia?",WeatherTool,WeatherTool,WeatherTool
I want to upskill in Machine Learning. Could you find available courses from Upskillr?,CourseTool,CourseTool,CourseTool
What is the current number of active borrowers on Aave protocol?,FinanceTool,FinanceTool,FinanceTool
"What will be the temperature and humidity in London tomorrow, as well as any expected precipitation or weather conditions?",WeatherTool,WeatherTool,WeatherTool
I want to travel to Rome next month. Show me the flight prices for that period.,TripTool,TripTool,TripTool
I'm angry! The online classes I've found so far are not up to par. Can you help me find top-quality online classes and teachers on Outschool?,CourseTool,CourseTool,CourseTool
Show me the weather conditions in San Francisco.,WeatherTool,WeatherTool,WeatherTool
"Give me a roundup of clickable links covering the latest NFT news, please.",FinanceTool,CourseTool,CourseTool
Find me a boutique-style hotel with a vineyard and yoga facilities.,TripTool,CourseTool,CourseTool
What is the volatility of Bitcoin over the past year?,FinanceTool,FinanceTool,FinanceTool
"Sure, I can provide you with the current price of Bitcoin from a reliable source.",FinanceTool,FinanceTool,FinanceTool
Can you provide me with the price to earnings ratio for Crypto Punks?,FinanceTool,FinanceTool,FinanceTool
"I'm traveling to Sydney and I want to stay in a budget-friendly hostel with comfortable accommodations, preferably within walking distance to the famous Opera House so I can easily immerse myself in its iconic architecture and enjoy the vibrant cultural activities happening in that area.",TripTool,TripTool,TripTool
"Can you assist me by providing specific details about the companies that operate ferries from Helsinki to Stockholm, their departure times, prices, and availability for tomorrow?",TripTool,CourseTool,CourseTool
"I want to analyze the technical aspects of trading a specific stock, such as historical price patterns, volume trends, and indicators like moving averages and relative strength index, to make informed investment decisions.",FinanceTool,FinanceTool,FinanceTool
I want to analyze the fundamental data of Amazon stock. Can you help me with that?,FinanceTool,FinanceTool,FinanceTool
"Can you suggest a hotel near Mount Fuji that is reasonably priced, offers a breathtaking view of the mountain, and is conveniently located close to popular tourist attractions and transportation options?",TripTool,TripTool,TripTool
I'm looking for a hotel that fits one of the 60 categories available.,TripTool,CourseTool,CourseTool
Can you provide me with a detailed forecast of the percentage of cloud cover expected in Beijing for the upcoming weekend?,WeatherTool,WeatherTool,WeatherTool
"California's income tax is progressive, meaning that the tax rate increases as your income rises. The state has several tax brackets, and the applicable rates depend on your taxable income. For example, for the 2021 tax year, the tax rates vary from 1% to 3% for different income brackets. To determine your exact tax liability, you should consult the California Revenue and Taxation Code, specifically the sections related to income tax.",LawTool,LawTool,LawTool
Can you please provide me with the current price of Apple stock on a specific stock exchange?,FinanceTool,FinanceTool,FinanceTool
What is the market outlook for the current options position?,FinanceTool,FinanceTool,FinanceTool
I need some insights into the stock market. Can you provide me with the latest technical analysis from top traders?,FinanceTool,FinanceTool,FinanceTool
Can you please assist me in finding a rental car that is spacious and comfortable for my two-week trip to Germany which starts on May 10th and ends on May 24th?,TripTool,TripTool,TripTool
"I can't believe the prices of crypto these days, what are the latest prices for Bitcoin and Ethereum?",FinanceTool,FinanceTool,FinanceTool
I want to find a hotel in Tokyo.,TripTool,TripTool,TripTool
I can't believe it's raining again! What's the weather going to be like for the next few days in New York?,WeatherTool,WeatherTool,WeatherTool
Can you recommend any university courses to help me learn more?,CourseTool,CourseTool,CourseTool
"Can you analyze the statistics of the NFT collection ""Sports Legends"" and provide me with some insights?",FinanceTool,FinanceTool,FinanceTool
"I will provide you with detailed information about the latest news regarding Tether, including any updates on its current price.",FinanceTool,FinanceTool,FinanceTool
"What is the UV index in Toronto, Canada?",WeatherTool,WeatherTool,WeatherTool
Please provide me with relevant quotes from the case ABC Corp that are directly related to the company's financial performance and the alleged fraudulent activities of its CEO.,LawTool,FinanceTool,FinanceTool
