Query,Tool
"I'm curious about the total supply and circulating supply of a particular token. Specifically, I would like to know the exact number of tokens that have been generated and are currently in circulation.",FinanceTool
Please utilize various data analysis techniques to thoroughly examine and scrutinize the historical trading patterns of a particular cryptocurrency specifically on decentralized exchanges in order to meticulously detect and identify potential instances of market manipulations or any irregularities that may have occurred.,FinanceTool
"I'm planning a trip to Paris and I need assistance with booking a flight, finding accommodation, and getting recommendations for popular tourist attractions and local restaurants.",TripTool
"I need to book a one-way flight departing from John F. Kennedy International Airport in New York, United States, on January 15th, 2023, and arriving at Heathrow Airport in London, United Kingdom.",TripTool
"I'm looking for flights from Dubai International Airport (DXB) to Barcelona-El Prat Airport (BCN) departing on May 15th, 2022 and returning on May 25th, 2022, within a budget of $500.",TripTool
"I want to travel to Rome next month to explore its historical landmarks, immerse myself in the vibrant culture, indulge in authentic Italian cuisine, and document my journey through breathtaking photographs and unforgettable experiences.",TripTool
"Can you find me the cheapest flights from Los Angeles International Airport (LAX) to Tokyo International Airport (HND or NRT) departing on December 1st and returning on December 15th, with flexible dates if possible?",TripTool
"I need to book a one-way economy class flight for a single adult passenger from Singapore Changi Airport (SIN) to Sydney Kingsford Smith Airport (SYD) departing on March 15th, 2022, preferably in the morning, with a flexible return date.",TripTool
Please provide me with detailed information about the available flight options for the route from London to New York next week.,TripTool
"Please provide me with detailed information on the prices for flights specifically from Madrid, Spain to Miami, Florida in business class.",TripTool
"I'm planning a trip to Bali and I would like some recommendations for the best accommodations, local attractions, and popular restaurants in the area.",TripTool
"Can you please provide me with the most recent, detailed technical analysis report and insights specifically tailored for Apple stock, including key indicators, price levels, patterns, and potential trading strategies?",FinanceTool
I'm interested in trading bitcoin and I would like to know about the current technical analysis ideas specifically provided by top traders in the field.,FinanceTool
"Which top traders, specifically within the financial industry, have recently shared their technical analysis ideas, specifically pertaining to the trading of Tesla stock, through various platforms and channels such as social media, forums, or professional trading communities?",FinanceTool
What specific technical analysis recommendations regarding the Amazon stock are recommended by the top traders?,FinanceTool
Can you please use your ability to retrieve the latest technical analysis ideas specifically related to Google stock from well-known and trusted traders in the market?,FinanceTool
"I'm looking for the latest technical analysis idea specifically related to bitcoin, preferably focused on recent market trends, price patterns, indicators, and any significant support or resistance levels. Can you assist me by providing thorough details and insights regarding this matter?",FinanceTool
"Which traders, specifically those with a proven track record of accuracy in technical analysis, should I consider for trading Microsoft stock, taking into account their ideas and strategies?",FinanceTool
"What are the most frequently discussed and highly touted technical analysis ideas for cryptocurrency, specifically those being shared by the top traders in the industry?",FinanceTool
"Get me the latest technical analysis idea for Nvidia stock, including insights on key indicators such as moving averages, support and resistance levels, trend lines, and any other notable chart patterns or signals, sourced from experienced and trustworthy traders recognized for their expertise in the field.",FinanceTool
"Please provide me with the comprehensive technical analysis ideas prepared by the top traders specifically for Ethereum cryptocurrency, covering different aspects such as price trends, support and resistance levels, chart patterns, and potential entry or exit points.",FinanceTool
"Can you please find me a hotel in Tokyo that is centrally located and has a four-star rating with modern amenities such as a fitness center, free Wi-Fi, and a 24-hour front desk?",TripTool
I am looking for a hotel in Osaka that has excellent ratings and positive reviews from previous customers.,TripTool
Please provide me with a list of budget-friendly hotels in Kyoto that are suitable for my stay.,TripTool
"Find luxury hotels in Sapporo that offer exceptional amenities, such as spacious suites, breathtaking city views, on-site gourmet restaurants, state-of-the-art fitness centers, rejuvenating spa facilities, and convenient access to popular tourist attractions.",TripTool
